,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,4,0.45,69,5,2,-1,1
1,5,0.45,32,5,2,-1,1
2,7,0.45,9,5,2,-1,1
3,9,0.45,5,5,2,-1,1
4,8,0.45,8,5,2,-1,1
5,4,0.45,64,5,2,-1,1
6,5,0.45,40,5,2,-1,1
7,7,0.45,17,5,2,-1,1
8,6,0.45,18,5,2,-1,1
9,7,0.45,11,5,2,-1,1
10,5,0.45,42,5,2,-1,1
11,2,0.45,222,5,2,-1,1
12,3,0.45,100,5,2,-1,1
13,3,0.45,115,5,2,-1,1
14,9,0.45,2,5,2,-1,1
15,4,0.45,56,5,2,-1,1
16,4,0.45,80,5,2,-1,1
17,1,0.45,398,5,2,-1,1
18,6,0.45,24,5,2,-1,1
19,1,0.45,395,5,2,-1,1
20,5,0.45,43,5,2,-1,1
21,2,0.45,209,5,2,-1,1
22,3,0.45,115,5,2,-1,1
23,4,0.45,56,5,2,-1,1
24,1,0.45,379,5,2,-1,1
25,5,0.45,39,5,2,-1,1
26,6,0.45,17,5,2,-1,1
27,1,0.45,424,5,2,-1,1
28,5,0.45,36,5,2,-1,1
29,5,0.45,39,5,2,-1,1
30,5,0.45,27,5,2,-1,1
31,6,0.45,23,5,2,-1,1
32,6,0.45,18,5,2,-1,1
33,3,0.45,128,5,2,-1,1
34,4,0.45,67,5,2,-1,1
35,3,0.45,117,5,2,-1,1
36,2,0.45,217,5,2,-1,1
37,5,0.45,31,5,2,-1,1
38,2,0.45,216,5,2,-1,1
39,6,0.45,16,5,2,-1,1
40,5,0.45,50,5,2,-1,1
41,3,0.45,115,5,2,-1,1
42,4,0.45,75,5,2,-1,1
43,5,0.45,31,5,2,-1,1
44,4,0.45,72,5,2,-1,1
45,5,0.45,34,5,2,-1,1
46,5,0.45,29,5,2,-1,1
47,6,0.45,21,5,2,-1,1
48,8,0.45,10,5,2,-1,1
49,2,0.45,214,5,2,-1,1
50,5,0.45,38,5,2,-1,1
51,9,0.45,3,5,2,-1,1
52,8,0.45,3,5,2,-1,1
53,8,0.45,8,5,2,-1,1
54,7,0.45,11,5,2,-1,1
55,2,0.45,224,5,2,-1,1
56,5,0.45,28,5,2,-1,1
57,6,0.45,28,5,2,-1,1
58,5,0.45,35,5,2,-1,1
59,5,0.45,27,5,2,-1,1
60,3,0.45,105,5,2,-1,1
61,7,0.45,11,5,2,-1,1
62,6,0.45,17,5,2,-1,1
63,7,0.45,9,5,2,-1,1
64,3,0.45,115,5,2,-1,1
65,4,0.45,78,5,2,-1,1
66,3,0.45,121,5,2,-1,1
67,7,0.45,8,5,2,-1,1
68,4,0.45,79,5,2,-1,1
69,6,0.45,21,5,2,-1,1
70,5,0.45,40,5,2,-1,1
71,8,0.45,2,5,2,-1,1
72,6,0.45,18,5,2,-1,1
73,6,0.45,23,5,2,-1,1
74,2,0.45,204,5,2,-1,1
75,3,0.45,143,5,2,-1,1
76,2,0.45,184,5,2,-1,1
77,3,0.45,132,5,2,-1,1
78,3,0.45,127,5,2,-1,1
79,1,0.45,390,5,2,-1,1
80,6,0.45,19,5,2,-1,1
81,4,0.45,73,5,2,-1,1
82,1,0.45,381,5,2,-1,1
83,5,0.45,35,5,2,-1,1
84,2,0.45,226,5,2,-1,1
85,2,0.45,203,5,2,-1,1
86,4,0.45,68,5,2,-1,1
87,3,0.45,114,5,2,-1,1
88,3,0.45,123,5,2,-1,1
89,0,0.45,720,5,2,-1,1
90,4,0.45,51,5,2,-1,1
91,5,0.45,35,5,2,-1,1
92,5,0.45,39,5,2,-1,1
93,8,0.45,5,5,2,-1,1
94,5,0.45,36,5,2,-1,1
95,9,0.45,4,5,2,-1,1
96,1,0.45,408,5,2,-1,1
97,5,0.45,31,5,2,-1,1
98,3,0.45,107,5,2,-1,1
99,7,0.45,9,5,2,-1,1
