,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,2,0.1,576,5,2,-1,1
1,2,0.1,583,5,2,-1,1
2,3,0.1,530,5,2,-1,1
3,2,0.1,579,5,2,-1,1
4,3,0.1,530,5,2,-1,1
5,3,0.1,529,5,2,-1,1
6,2,0.1,573,5,2,-1,1
7,3,0.1,520,5,2,-1,1
8,5,0.1,431,5,2,-1,1
9,1,0.1,646,5,2,-1,1
10,1,0.1,645,5,2,-1,1
11,1,0.1,646,5,2,-1,1
12,2,0.1,598,5,2,-1,1
13,2,0.1,587,5,2,-1,1
14,2,0.1,582,5,2,-1,1
15,2,0.1,577,5,2,-1,1
16,4,0.1,465,5,2,-1,1
17,2,0.1,560,5,2,-1,1
18,4,0.1,460,5,2,-1,1
19,3,0.1,526,5,2,-1,1
20,1,0.1,648,5,2,-1,1
21,2,0.1,580,5,2,-1,1
22,3,0.1,528,5,2,-1,1
23,0,0.1,720,5,2,-1,1
24,3,0.1,538,5,2,-1,1
25,4,0.1,478,5,2,-1,1
26,0,0.1,720,5,2,-1,1
27,3,0.1,523,5,2,-1,1
28,0,0.1,720,5,2,-1,1
29,1,0.1,632,5,2,-1,1
30,5,0.1,429,5,2,-1,1
31,1,0.1,655,5,2,-1,1
32,1,0.1,641,5,2,-1,1
33,2,0.1,577,5,2,-1,1
34,6,0.1,369,5,2,-1,1
35,2,0.1,564,5,2,-1,1
36,3,0.1,514,5,2,-1,1
37,1,0.1,645,5,2,-1,1
38,2,0.1,576,5,2,-1,1
39,1,0.1,633,5,2,-1,1
40,1,0.1,633,5,2,-1,1
41,3,0.1,522,5,2,-1,1
42,2,0.1,580,5,2,-1,1
43,2,0.1,591,5,2,-1,1
44,1,0.1,633,5,2,-1,1
45,3,0.1,529,5,2,-1,1
46,0,0.1,720,5,2,-1,1
47,6,0.1,374,5,2,-1,1
48,0,0.1,720,5,2,-1,1
49,0,0.1,720,5,2,-1,1
50,1,0.1,648,5,2,-1,1
51,6,0.1,369,5,2,-1,1
52,4,0.1,456,5,2,-1,1
53,2,0.1,586,5,2,-1,1
54,2,0.1,591,5,2,-1,1
55,3,0.1,519,5,2,-1,1
56,2,0.1,583,5,2,-1,1
57,1,0.1,648,5,2,-1,1
58,2,0.1,563,5,2,-1,1
59,2,0.1,586,5,2,-1,1
60,3,0.1,534,5,2,-1,1
61,1,0.1,655,5,2,-1,1
62,0,0.1,720,5,2,-1,1
63,4,0.1,467,5,2,-1,1
64,3,0.1,520,5,2,-1,1
65,2,0.1,591,5,2,-1,1
66,2,0.1,595,5,2,-1,1
67,2,0.1,580,5,2,-1,1
68,1,0.1,656,5,2,-1,1
69,4,0.1,458,5,2,-1,1
70,2,0.1,582,5,2,-1,1
71,5,0.1,411,5,2,-1,1
72,2,0.1,574,5,2,-1,1
73,2,0.1,596,5,2,-1,1
74,1,0.1,639,5,2,-1,1
75,4,0.1,470,5,2,-1,1
76,3,0.1,519,5,2,-1,1
77,2,0.1,600,5,2,-1,1
78,2,0.1,585,5,2,-1,1
79,1,0.1,658,5,2,-1,1
80,3,0.1,531,5,2,-1,1
81,1,0.1,649,5,2,-1,1
82,2,0.1,601,5,2,-1,1
83,4,0.1,486,5,2,-1,1
84,0,0.1,720,5,2,-1,1
85,0,0.1,720,5,2,-1,1
86,0,0.1,720,5,2,-1,1
87,1,0.1,655,5,2,-1,1
88,5,0.1,449,5,2,-1,1
89,1,0.1,635,5,2,-1,1
90,0,0.1,720,5,2,-1,1
91,2,0.1,583,5,2,-1,1
92,3,0.1,528,5,2,-1,1
93,2,0.1,596,5,2,-1,1
94,4,0.1,483,5,2,-1,1
95,1,0.1,651,5,2,-1,1
96,2,0.1,574,5,2,-1,1
97,3,0.1,534,5,2,-1,1
98,3,0.1,530,5,2,-1,1
99,2,0.1,575,5,2,-1,1
