,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,0,0.15000000000000002,720,5,2,-1,1
1,3,0.15000000000000002,432,5,2,-1,1
2,3,0.15000000000000002,422,5,2,-1,1
3,4,0.15000000000000002,365,5,2,-1,1
4,1,0.15000000000000002,589,5,2,-1,1
5,2,0.15000000000000002,497,5,2,-1,1
6,7,0.15000000000000002,238,5,2,-1,1
7,2,0.15000000000000002,505,5,2,-1,1
8,2,0.15000000000000002,529,5,2,-1,1
9,4,0.15000000000000002,361,5,2,-1,1
10,5,0.15000000000000002,328,5,2,-1,1
11,1,0.15000000000000002,611,5,2,-1,1
12,5,0.15000000000000002,310,5,2,-1,1
13,2,0.15000000000000002,523,5,2,-1,1
14,3,0.15000000000000002,454,5,2,-1,1
15,5,0.15000000000000002,326,5,2,-1,1
16,6,0.15000000000000002,254,5,2,-1,1
17,8,0.15000000000000002,209,5,2,-1,1
18,4,0.15000000000000002,363,5,2,-1,1
19,2,0.15000000000000002,511,5,2,-1,1
20,2,0.15000000000000002,525,5,2,-1,1
21,3,0.15000000000000002,441,5,2,-1,1
22,2,0.15000000000000002,540,5,2,-1,1
23,1,0.15000000000000002,636,5,2,-1,1
24,4,0.15000000000000002,377,5,2,-1,1
25,2,0.15000000000000002,549,5,2,-1,1
26,1,0.15000000000000002,618,5,2,-1,1
27,4,0.15000000000000002,386,5,2,-1,1
28,4,0.15000000000000002,363,5,2,-1,1
29,0,0.15000000000000002,720,5,2,-1,1
30,3,0.15000000000000002,443,5,2,-1,1
31,2,0.15000000000000002,502,5,2,-1,1
32,3,0.15000000000000002,427,5,2,-1,1
33,3,0.15000000000000002,446,5,2,-1,1
34,4,0.15000000000000002,357,5,2,-1,1
35,4,0.15000000000000002,379,5,2,-1,1
36,2,0.15000000000000002,526,5,2,-1,1
37,5,0.15000000000000002,332,5,2,-1,1
38,5,0.15000000000000002,318,5,2,-1,1
39,4,0.15000000000000002,390,5,2,-1,1
40,4,0.15000000000000002,374,5,2,-1,1
41,3,0.15000000000000002,431,5,2,-1,1
42,6,0.15000000000000002,245,5,2,-1,1
43,2,0.15000000000000002,523,5,2,-1,1
44,3,0.15000000000000002,449,5,2,-1,1
45,4,0.15000000000000002,382,5,2,-1,1
46,7,0.15000000000000002,219,5,2,-1,1
47,2,0.15000000000000002,531,5,2,-1,1
48,1,0.15000000000000002,613,5,2,-1,1
49,5,0.15000000000000002,321,5,2,-1,1
50,0,0.15000000000000002,720,5,2,-1,1
51,1,0.15000000000000002,613,5,2,-1,1
52,1,0.15000000000000002,601,5,2,-1,1
53,3,0.15000000000000002,426,5,2,-1,1
54,3,0.15000000000000002,431,5,2,-1,1
55,4,0.15000000000000002,340,5,2,-1,1
56,2,0.15000000000000002,518,5,2,-1,1
57,2,0.15000000000000002,493,5,2,-1,1
58,2,0.15000000000000002,511,5,2,-1,1
59,5,0.15000000000000002,297,5,2,-1,1
60,3,0.15000000000000002,450,5,2,-1,1
61,2,0.15000000000000002,505,5,2,-1,1
62,1,0.15000000000000002,613,5,2,-1,1
63,3,0.15000000000000002,452,5,2,-1,1
64,1,0.15000000000000002,621,5,2,-1,1
65,2,0.15000000000000002,530,5,2,-1,1
66,3,0.15000000000000002,449,5,2,-1,1
67,5,0.15000000000000002,284,5,2,-1,1
68,2,0.15000000000000002,522,5,2,-1,1
69,1,0.15000000000000002,619,5,2,-1,1
70,5,0.15000000000000002,315,5,2,-1,1
71,4,0.15000000000000002,389,5,2,-1,1
72,4,0.15000000000000002,363,5,2,-1,1
73,0,0.15000000000000002,720,5,2,-1,1
74,1,0.15000000000000002,602,5,2,-1,1
75,3,0.15000000000000002,438,5,2,-1,1
76,0,0.15000000000000002,720,5,2,-1,1
77,3,0.15000000000000002,445,5,2,-1,1
78,3,0.15000000000000002,439,5,2,-1,1
79,4,0.15000000000000002,382,5,2,-1,1
80,5,0.15000000000000002,323,5,2,-1,1
81,4,0.15000000000000002,373,5,2,-1,1
82,4,0.15000000000000002,356,5,2,-1,1
83,3,0.15000000000000002,452,5,2,-1,1
84,4,0.15000000000000002,395,5,2,-1,1
85,0,0.15000000000000002,720,5,2,-1,1
86,5,0.15000000000000002,315,5,2,-1,1
87,3,0.15000000000000002,444,5,2,-1,1
88,2,0.15000000000000002,531,5,2,-1,1
89,5,0.15000000000000002,329,5,2,-1,1
90,1,0.15000000000000002,605,5,2,-1,1
91,5,0.15000000000000002,331,5,2,-1,1
92,6,0.15000000000000002,286,5,2,-1,1
93,1,0.15000000000000002,622,5,2,-1,1
94,2,0.15000000000000002,513,5,2,-1,1
95,3,0.15000000000000002,441,5,2,-1,1
96,5,0.15000000000000002,335,5,2,-1,1
97,3,0.15000000000000002,430,5,2,-1,1
98,3,0.15000000000000002,446,5,2,-1,1
99,3,0.15000000000000002,449,5,2,-1,1
