,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,2,0.25,400,5,2,-1,1
1,6,0.25,125,5,2,-1,1
2,4,0.25,226,5,2,-1,1
3,2,0.25,427,5,2,-1,1
4,0,0.25,720,5,2,-1,1
5,1,0.25,532,5,2,-1,1
6,0,0.25,720,5,2,-1,1
7,3,0.25,313,5,2,-1,1
8,5,0.25,171,5,2,-1,1
9,2,0.25,410,5,2,-1,1
10,2,0.25,403,5,2,-1,1
11,2,0.25,395,5,2,-1,1
12,0,0.25,720,5,2,-1,1
13,2,0.25,382,5,2,-1,1
14,2,0.25,400,5,2,-1,1
15,1,0.25,533,5,2,-1,1
16,3,0.25,286,5,2,-1,1
17,3,0.25,296,5,2,-1,1
18,2,0.25,412,5,2,-1,1
19,3,0.25,305,5,2,-1,1
20,4,0.25,218,5,2,-1,1
21,3,0.25,306,5,2,-1,1
22,1,0.25,558,5,2,-1,1
23,4,0.25,229,5,2,-1,1
24,4,0.25,242,5,2,-1,1
25,3,0.25,312,5,2,-1,1
26,1,0.25,544,5,2,-1,1
27,3,0.25,319,5,2,-1,1
28,2,0.25,393,5,2,-1,1
29,1,0.25,558,5,2,-1,1
30,3,0.25,316,5,2,-1,1
31,4,0.25,242,5,2,-1,1
32,1,0.25,540,5,2,-1,1
33,2,0.25,400,5,2,-1,1
34,2,0.25,413,5,2,-1,1
35,0,0.25,720,5,2,-1,1
36,2,0.25,407,5,2,-1,1
37,2,0.25,412,5,2,-1,1
38,0,0.25,720,5,2,-1,1
39,4,0.25,248,5,2,-1,1
40,1,0.25,533,5,2,-1,1
41,4,0.25,219,5,2,-1,1
42,5,0.25,172,5,2,-1,1
43,6,0.25,153,5,2,-1,1
44,0,0.25,720,5,2,-1,1
45,2,0.25,406,5,2,-1,1
46,2,0.25,389,5,2,-1,1
47,0,0.25,720,5,2,-1,1
48,1,0.25,531,5,2,-1,1
49,1,0.25,528,5,2,-1,1
50,2,0.25,423,5,2,-1,1
51,3,0.25,303,5,2,-1,1
52,1,0.25,565,5,2,-1,1
53,1,0.25,543,5,2,-1,1
54,2,0.25,401,5,2,-1,1
55,4,0.25,219,5,2,-1,1
56,3,0.25,264,5,2,-1,1
57,3,0.25,290,5,2,-1,1
58,2,0.25,418,5,2,-1,1
59,2,0.25,381,5,2,-1,1
60,3,0.25,311,5,2,-1,1
61,2,0.25,391,5,2,-1,1
62,3,0.25,297,5,2,-1,1
63,3,0.25,308,5,2,-1,1
64,2,0.25,421,5,2,-1,1
65,1,0.25,536,5,2,-1,1
66,7,0.25,108,5,2,-1,1
67,3,0.25,302,5,2,-1,1
68,2,0.25,409,5,2,-1,1
69,0,0.25,720,5,2,-1,1
70,2,0.25,407,5,2,-1,1
71,0,0.25,720,5,2,-1,1
72,0,0.25,720,5,2,-1,1
73,2,0.25,435,5,2,-1,1
74,2,0.25,410,5,2,-1,1
75,1,0.25,555,5,2,-1,1
76,0,0.25,720,5,2,-1,1
77,3,0.25,325,5,2,-1,1
78,3,0.25,301,5,2,-1,1
79,4,0.25,222,5,2,-1,1
80,3,0.25,303,5,2,-1,1
81,1,0.25,538,5,2,-1,1
82,3,0.25,278,5,2,-1,1
83,4,0.25,226,5,2,-1,1
84,2,0.25,396,5,2,-1,1
85,3,0.25,286,5,2,-1,1
86,0,0.25,720,5,2,-1,1
87,2,0.25,392,5,2,-1,1
88,5,0.25,175,5,2,-1,1
89,1,0.25,524,5,2,-1,1
90,1,0.25,538,5,2,-1,1
91,3,0.25,306,5,2,-1,1
92,2,0.25,407,5,2,-1,1
93,1,0.25,520,5,2,-1,1
94,2,0.25,400,5,2,-1,1
95,2,0.25,420,5,2,-1,1
96,2,0.25,401,5,2,-1,1
97,1,0.25,514,5,2,-1,1
98,3,0.25,331,5,2,-1,1
99,3,0.25,311,5,2,-1,1
