,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,7,0.1,342,5,2,-1,1
1,4,0.1,478,5,2,-1,1
2,3,0.1,535,5,2,-1,1
3,4,0.1,477,5,2,-1,1
4,4,0.1,471,5,2,-1,1
5,7,0.1,363,5,2,-1,1
6,5,0.1,427,5,2,-1,1
7,3,0.1,536,5,2,-1,1
8,5,0.1,422,5,2,-1,1
9,4,0.1,469,5,2,-1,1
10,4,0.1,473,5,2,-1,1
11,10,0.1,261,5,2,-1,1
12,4,0.1,473,5,2,-1,1
13,3,0.1,527,5,2,-1,1
14,2,0.1,584,5,2,-1,1
15,3,0.1,526,5,2,-1,1
16,4,0.1,500,5,2,-1,1
17,6,0.1,369,5,2,-1,1
18,5,0.1,434,5,2,-1,1
19,6,0.1,395,5,2,-1,1
20,3,0.1,502,5,2,-1,1
21,2,0.1,587,5,2,-1,1
22,5,0.1,417,5,2,-1,1
23,7,0.1,326,5,2,-1,1
24,4,0.1,476,5,2,-1,1
25,3,0.1,501,5,2,-1,1
26,5,0.1,424,5,2,-1,1
27,6,0.1,388,5,2,-1,1
28,2,0.1,603,5,2,-1,1
29,7,0.1,324,5,2,-1,1
30,3,0.1,533,5,2,-1,1
31,7,0.1,330,5,2,-1,1
32,4,0.1,491,5,2,-1,1
33,4,0.1,475,5,2,-1,1
34,7,0.1,331,5,2,-1,1
35,4,0.1,492,5,2,-1,1
36,3,0.1,517,5,2,-1,1
37,5,0.1,423,5,2,-1,1
38,2,0.1,592,5,2,-1,1
39,1,0.1,647,5,2,-1,1
40,4,0.1,473,5,2,-1,1
41,7,0.1,343,5,2,-1,1
42,4,0.1,461,5,2,-1,1
43,6,0.1,375,5,2,-1,1
44,5,0.1,437,5,2,-1,1
45,5,0.1,432,5,2,-1,1
46,2,0.1,589,5,2,-1,1
47,6,0.1,392,5,2,-1,1
48,8,0.1,322,5,2,-1,1
49,2,0.1,589,5,2,-1,1
50,3,0.1,529,5,2,-1,1
51,2,0.1,584,5,2,-1,1
52,8,0.1,295,5,2,-1,1
53,4,0.1,493,5,2,-1,1
54,5,0.1,431,5,2,-1,1
55,7,0.1,341,5,2,-1,1
56,5,0.1,438,5,2,-1,1
57,4,0.1,473,5,2,-1,1
58,2,0.1,592,5,2,-1,1
59,5,0.1,410,5,2,-1,1
60,5,0.1,428,5,2,-1,1
61,4,0.1,472,5,2,-1,1
62,6,0.1,410,5,2,-1,1
63,10,0.1,249,5,2,-1,1
64,5,0.1,422,5,2,-1,1
65,16,0.1,122,5,2,-1,1
66,5,0.1,430,5,2,-1,1
67,6,0.1,396,5,2,-1,1
68,7,0.1,338,5,2,-1,1
69,2,0.1,597,5,2,-1,1
70,7,0.1,338,5,2,-1,1
71,6,0.1,372,5,2,-1,1
72,2,0.1,604,5,2,-1,1
73,2,0.1,583,5,2,-1,1
74,1,0.1,652,5,2,-1,1
75,2,0.1,576,5,2,-1,1
76,7,0.1,363,5,2,-1,1
77,4,0.1,466,5,2,-1,1
78,1,0.1,643,5,2,-1,1
79,4,0.1,482,5,2,-1,1
80,5,0.1,399,5,2,-1,1
81,7,0.1,358,5,2,-1,1
82,5,0.1,417,5,2,-1,1
83,5,0.1,397,5,2,-1,1
84,4,0.1,457,5,2,-1,1
85,5,0.1,426,5,2,-1,1
86,1,0.1,652,5,2,-1,1
87,2,0.1,580,5,2,-1,1
88,5,0.1,421,5,2,-1,1
89,3,0.1,529,5,2,-1,1
90,4,0.1,463,5,2,-1,1
91,4,0.1,464,5,2,-1,1
92,1,0.1,670,5,2,-1,1
93,3,0.1,514,5,2,-1,1
94,6,0.1,357,5,2,-1,1
95,3,0.1,532,5,2,-1,1
96,5,0.1,433,5,2,-1,1
97,7,0.1,366,5,2,-1,1
98,3,0.1,525,5,2,-1,1
99,6,0.1,380,5,2,-1,1
