,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,1,0.15000000000000002,607,5,2,-1,1
1,1,0.15000000000000002,605,5,2,-1,1
2,1,0.15000000000000002,601,5,2,-1,1
3,4,0.15000000000000002,385,5,2,-1,1
4,1,0.15000000000000002,612,5,2,-1,1
5,3,0.15000000000000002,458,5,2,-1,1
6,2,0.15000000000000002,529,5,2,-1,1
7,1,0.15000000000000002,602,5,2,-1,1
8,4,0.15000000000000002,376,5,2,-1,1
9,1,0.15000000000000002,612,5,2,-1,1
10,2,0.15000000000000002,512,5,2,-1,1
11,0,0.15000000000000002,720,5,2,-1,1
12,1,0.15000000000000002,610,5,2,-1,1
13,2,0.15000000000000002,517,5,2,-1,1
14,5,0.15000000000000002,330,5,2,-1,1
15,2,0.15000000000000002,536,5,2,-1,1
16,3,0.15000000000000002,440,5,2,-1,1
17,5,0.15000000000000002,316,5,2,-1,1
18,3,0.15000000000000002,464,5,2,-1,1
19,2,0.15000000000000002,530,5,2,-1,1
20,4,0.15000000000000002,366,5,2,-1,1
21,1,0.15000000000000002,622,5,2,-1,1
22,3,0.15000000000000002,460,5,2,-1,1
23,3,0.15000000000000002,427,5,2,-1,1
24,2,0.15000000000000002,507,5,2,-1,1
25,2,0.15000000000000002,509,5,2,-1,1
26,4,0.15000000000000002,379,5,2,-1,1
27,4,0.15000000000000002,395,5,2,-1,1
28,2,0.15000000000000002,542,5,2,-1,1
29,3,0.15000000000000002,432,5,2,-1,1
30,1,0.15000000000000002,623,5,2,-1,1
31,3,0.15000000000000002,452,5,2,-1,1
32,2,0.15000000000000002,535,5,2,-1,1
33,2,0.15000000000000002,498,5,2,-1,1
34,1,0.15000000000000002,618,5,2,-1,1
35,3,0.15000000000000002,445,5,2,-1,1
36,2,0.15000000000000002,538,5,2,-1,1
37,1,0.15000000000000002,599,5,2,-1,1
38,0,0.15000000000000002,720,5,2,-1,1
39,2,0.15000000000000002,533,5,2,-1,1
40,3,0.15000000000000002,445,5,2,-1,1
41,3,0.15000000000000002,448,5,2,-1,1
42,5,0.15000000000000002,318,5,2,-1,1
43,3,0.15000000000000002,460,5,2,-1,1
44,1,0.15000000000000002,620,5,2,-1,1
45,3,0.15000000000000002,455,5,2,-1,1
46,3,0.15000000000000002,428,5,2,-1,1
47,4,0.15000000000000002,389,5,2,-1,1
48,2,0.15000000000000002,534,5,2,-1,1
49,6,0.15000000000000002,272,5,2,-1,1
50,2,0.15000000000000002,519,5,2,-1,1
51,6,0.15000000000000002,289,5,2,-1,1
52,2,0.15000000000000002,527,5,2,-1,1
53,4,0.15000000000000002,361,5,2,-1,1
54,6,0.15000000000000002,263,5,2,-1,1
55,2,0.15000000000000002,530,5,2,-1,1
56,0,0.15000000000000002,720,5,2,-1,1
57,5,0.15000000000000002,334,5,2,-1,1
58,2,0.15000000000000002,512,5,2,-1,1
59,3,0.15000000000000002,463,5,2,-1,1
60,2,0.15000000000000002,498,5,2,-1,1
61,2,0.15000000000000002,498,5,2,-1,1
62,3,0.15000000000000002,442,5,2,-1,1
63,2,0.15000000000000002,528,5,2,-1,1
64,1,0.15000000000000002,618,5,2,-1,1
65,3,0.15000000000000002,415,5,2,-1,1
66,1,0.15000000000000002,613,5,2,-1,1
67,4,0.15000000000000002,369,5,2,-1,1
68,2,0.15000000000000002,529,5,2,-1,1
69,4,0.15000000000000002,386,5,2,-1,1
70,3,0.15000000000000002,426,5,2,-1,1
71,4,0.15000000000000002,385,5,2,-1,1
72,5,0.15000000000000002,308,5,2,-1,1
73,3,0.15000000000000002,451,5,2,-1,1
74,1,0.15000000000000002,633,5,2,-1,1
75,4,0.15000000000000002,370,5,2,-1,1
76,1,0.15000000000000002,596,5,2,-1,1
77,0,0.15000000000000002,720,5,2,-1,1
78,7,0.15000000000000002,248,5,2,-1,1
79,0,0.15000000000000002,720,5,2,-1,1
80,2,0.15000000000000002,515,5,2,-1,1
81,2,0.15000000000000002,517,5,2,-1,1
82,0,0.15000000000000002,720,5,2,-1,1
83,4,0.15000000000000002,378,5,2,-1,1
84,2,0.15000000000000002,538,5,2,-1,1
85,5,0.15000000000000002,307,5,2,-1,1
86,0,0.15000000000000002,720,5,2,-1,1
87,2,0.15000000000000002,517,5,2,-1,1
88,2,0.15000000000000002,526,5,2,-1,1
89,4,0.15000000000000002,392,5,2,-1,1
90,0,0.15000000000000002,720,5,2,-1,1
91,3,0.15000000000000002,451,5,2,-1,1
92,3,0.15000000000000002,459,5,2,-1,1
93,3,0.15000000000000002,422,5,2,-1,1
94,1,0.15000000000000002,606,5,2,-1,1
95,5,0.15000000000000002,321,5,2,-1,1
96,2,0.15000000000000002,516,5,2,-1,1
97,2,0.15000000000000002,522,5,2,-1,1
98,2,0.15000000000000002,510,5,2,-1,1
99,1,0.15000000000000002,607,5,2,-1,1
