,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,4,0.2,289,5,2,-1,1
1,1,0.2,554,5,2,-1,1
2,5,0.2,232,5,2,-1,1
3,0,0.2,720,5,2,-1,1
4,2,0.2,473,5,2,-1,1
5,3,0.2,381,5,2,-1,1
6,2,0.2,436,5,2,-1,1
7,2,0.2,451,5,2,-1,1
8,2,0.2,465,5,2,-1,1
9,4,0.2,297,5,2,-1,1
10,0,0.2,720,5,2,-1,1
11,0,0.2,720,5,2,-1,1
12,2,0.2,473,5,2,-1,1
13,2,0.2,444,5,2,-1,1
14,1,0.2,576,5,2,-1,1
15,1,0.2,580,5,2,-1,1
16,2,0.2,454,5,2,-1,1
17,5,0.2,230,5,2,-1,1
18,2,0.2,477,5,2,-1,1
19,4,0.2,296,5,2,-1,1
20,3,0.2,352,5,2,-1,1
21,2,0.2,460,5,2,-1,1
22,7,0.2,166,5,2,-1,1
23,3,0.2,359,5,2,-1,1
24,3,0.2,381,5,2,-1,1
25,0,0.2,720,5,2,-1,1
26,1,0.2,577,5,2,-1,1
27,3,0.2,370,5,2,-1,1
28,3,0.2,375,5,2,-1,1
29,2,0.2,474,5,2,-1,1
30,1,0.2,564,5,2,-1,1
31,3,0.2,377,5,2,-1,1
32,2,0.2,443,5,2,-1,1
33,4,0.2,308,5,2,-1,1
34,4,0.2,321,5,2,-1,1
35,6,0.2,197,5,2,-1,1
36,4,0.2,294,5,2,-1,1
37,3,0.2,377,5,2,-1,1
38,2,0.2,465,5,2,-1,1
39,2,0.2,464,5,2,-1,1
40,1,0.2,574,5,2,-1,1
41,2,0.2,471,5,2,-1,1
42,0,0.2,720,5,2,-1,1
43,3,0.2,384,5,2,-1,1
44,4,0.2,301,5,2,-1,1
45,0,0.2,720,5,2,-1,1
46,1,0.2,577,5,2,-1,1
47,4,0.2,308,5,2,-1,1
48,3,0.2,343,5,2,-1,1
49,5,0.2,255,5,2,-1,1
50,0,0.2,720,5,2,-1,1
51,3,0.2,384,5,2,-1,1
52,3,0.2,375,5,2,-1,1
53,3,0.2,366,5,2,-1,1
54,1,0.2,592,5,2,-1,1
55,3,0.2,375,5,2,-1,1
56,2,0.2,461,5,2,-1,1
57,5,0.2,235,5,2,-1,1
58,2,0.2,476,5,2,-1,1
59,1,0.2,573,5,2,-1,1
60,3,0.2,389,5,2,-1,1
61,3,0.2,385,5,2,-1,1
62,3,0.2,360,5,2,-1,1
63,4,0.2,321,5,2,-1,1
64,2,0.2,448,5,2,-1,1
65,5,0.2,235,5,2,-1,1
66,3,0.2,373,5,2,-1,1
67,3,0.2,385,5,2,-1,1
68,3,0.2,373,5,2,-1,1
69,2,0.2,463,5,2,-1,1
70,5,0.2,248,5,2,-1,1
71,1,0.2,578,5,2,-1,1
72,4,0.2,287,5,2,-1,1
73,3,0.2,388,5,2,-1,1
74,3,0.2,366,5,2,-1,1
75,3,0.2,373,5,2,-1,1
76,2,0.2,456,5,2,-1,1
77,4,0.2,307,5,2,-1,1
78,6,0.2,184,5,2,-1,1
79,2,0.2,471,5,2,-1,1
80,1,0.2,610,5,2,-1,1
81,6,0.2,179,5,2,-1,1
82,2,0.2,474,5,2,-1,1
83,2,0.2,456,5,2,-1,1
84,0,0.2,720,5,2,-1,1
85,1,0.2,604,5,2,-1,1
86,2,0.2,469,5,2,-1,1
87,4,0.2,294,5,2,-1,1
88,1,0.2,575,5,2,-1,1
89,3,0.2,363,5,2,-1,1
90,1,0.2,591,5,2,-1,1
91,3,0.2,362,5,2,-1,1
92,1,0.2,581,5,2,-1,1
93,1,0.2,590,5,2,-1,1
94,6,0.2,198,5,2,-1,1
95,1,0.2,572,5,2,-1,1
96,3,0.2,373,5,2,-1,1
97,7,0.2,152,5,2,-1,1
98,2,0.2,472,5,2,-1,1
99,2,0.2,456,5,2,-1,1
