,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,0,0.05,720,5,2,-1,1
1,2,0.05,661,5,2,-1,1
2,2,0.05,641,5,2,-1,1
3,3,0.05,603,5,2,-1,1
4,2,0.05,643,5,2,-1,1
5,1,0.05,681,5,2,-1,1
6,1,0.05,696,5,2,-1,1
7,0,0.05,720,5,2,-1,1
8,3,0.05,607,5,2,-1,1
9,1,0.05,679,5,2,-1,1
10,1,0.05,676,5,2,-1,1
11,3,0.05,642,5,2,-1,1
12,3,0.05,615,5,2,-1,1
13,1,0.05,672,5,2,-1,1
14,0,0.05,720,5,2,-1,1
15,0,0.05,720,5,2,-1,1
16,2,0.05,650,5,2,-1,1
17,2,0.05,638,5,2,-1,1
18,5,0.05,558,5,2,-1,1
19,2,0.05,670,5,2,-1,1
20,0,0.05,720,5,2,-1,1
21,1,0.05,683,5,2,-1,1
22,0,0.05,720,5,2,-1,1
23,2,0.05,639,5,2,-1,1
24,1,0.05,681,5,2,-1,1
25,1,0.05,699,5,2,-1,1
26,1,0.05,685,5,2,-1,1
27,1,0.05,695,5,2,-1,1
28,2,0.05,650,5,2,-1,1
29,0,0.05,720,5,2,-1,1
30,2,0.05,644,5,2,-1,1
31,2,0.05,638,5,2,-1,1
32,2,0.05,659,5,2,-1,1
33,2,0.05,641,5,2,-1,1
34,2,0.05,636,5,2,-1,1
35,2,0.05,659,5,2,-1,1
36,4,0.05,573,5,2,-1,1
37,0,0.05,720,5,2,-1,1
38,3,0.05,634,5,2,-1,1
39,1,0.05,675,5,2,-1,1
40,3,0.05,610,5,2,-1,1
41,1,0.05,677,5,2,-1,1
42,2,0.05,652,5,2,-1,1
43,0,0.05,720,5,2,-1,1
44,2,0.05,637,5,2,-1,1
45,3,0.05,630,5,2,-1,1
46,0,0.05,720,5,2,-1,1
47,0,0.05,720,5,2,-1,1
48,1,0.05,683,5,2,-1,1
49,2,0.05,655,5,2,-1,1
50,1,0.05,685,5,2,-1,1
51,1,0.05,681,5,2,-1,1
52,0,0.05,720,5,2,-1,1
53,0,0.05,720,5,2,-1,1
54,3,0.05,637,5,2,-1,1
55,1,0.05,698,5,2,-1,1
56,0,0.05,720,5,2,-1,1
57,1,0.05,691,5,2,-1,1
58,0,0.05,720,5,2,-1,1
59,0,0.05,720,5,2,-1,1
60,1,0.05,698,5,2,-1,1
61,0,0.05,720,5,2,-1,1
62,4,0.05,586,5,2,-1,1
63,0,0.05,720,5,2,-1,1
64,1,0.05,681,5,2,-1,1
65,0,0.05,720,5,2,-1,1
66,1,0.05,679,5,2,-1,1
67,0,0.05,720,5,2,-1,1
68,1,0.05,679,5,2,-1,1
69,1,0.05,684,5,2,-1,1
70,3,0.05,621,5,2,-1,1
71,0,0.05,720,5,2,-1,1
72,1,0.05,692,5,2,-1,1
73,3,0.05,615,5,2,-1,1
74,1,0.05,686,5,2,-1,1
75,3,0.05,604,5,2,-1,1
76,0,0.05,720,5,2,-1,1
77,2,0.05,670,5,2,-1,1
78,1,0.05,692,5,2,-1,1
79,0,0.05,720,5,2,-1,1
80,2,0.05,643,5,2,-1,1
81,1,0.05,689,5,2,-1,1
82,0,0.05,720,5,2,-1,1
83,0,0.05,720,5,2,-1,1
84,2,0.05,662,5,2,-1,1
85,2,0.05,657,5,2,-1,1
86,1,0.05,681,5,2,-1,1
87,0,0.05,720,5,2,-1,1
88,0,0.05,720,5,2,-1,1
89,1,0.05,691,5,2,-1,1
90,3,0.05,609,5,2,-1,1
91,3,0.05,627,5,2,-1,1
92,1,0.05,682,5,2,-1,1
93,1,0.05,692,5,2,-1,1
94,1,0.05,695,5,2,-1,1
95,2,0.05,651,5,2,-1,1
96,1,0.05,693,5,2,-1,1
97,0,0.05,720,5,2,-1,1
98,0,0.05,720,5,2,-1,1
99,0,0.05,720,5,2,-1,1
