,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,0,0.05,720,5,2,-1,1
1,3,0.05,611,5,2,-1,1
2,1,0.05,689,5,2,-1,1
3,0,0.05,720,5,2,-1,1
4,0,0.05,720,5,2,-1,1
5,1,0.05,690,5,2,-1,1
6,3,0.05,627,5,2,-1,1
7,1,0.05,685,5,2,-1,1
8,4,0.05,601,5,2,-1,1
9,1,0.05,688,5,2,-1,1
10,2,0.05,642,5,2,-1,1
11,1,0.05,685,5,2,-1,1
12,1,0.05,687,5,2,-1,1
13,2,0.05,640,5,2,-1,1
14,2,0.05,650,5,2,-1,1
15,0,0.05,720,5,2,-1,1
16,3,0.05,602,5,2,-1,1
17,0,0.05,720,5,2,-1,1
18,1,0.05,678,5,2,-1,1
19,4,0.05,594,5,2,-1,1
20,2,0.05,646,5,2,-1,1
21,0,0.05,720,5,2,-1,1
22,1,0.05,690,5,2,-1,1
23,3,0.05,613,5,2,-1,1
24,0,0.05,720,5,2,-1,1
25,1,0.05,685,5,2,-1,1
26,2,0.05,659,5,2,-1,1
27,1,0.05,698,5,2,-1,1
28,0,0.05,720,5,2,-1,1
29,1,0.05,681,5,2,-1,1
30,1,0.05,683,5,2,-1,1
31,3,0.05,622,5,2,-1,1
32,3,0.05,613,5,2,-1,1
33,1,0.05,677,5,2,-1,1
34,2,0.05,650,5,2,-1,1
35,0,0.05,720,5,2,-1,1
36,0,0.05,720,5,2,-1,1
37,2,0.05,646,5,2,-1,1
38,0,0.05,720,5,2,-1,1
39,0,0.05,720,5,2,-1,1
40,1,0.05,685,5,2,-1,1
41,2,0.05,655,5,2,-1,1
42,3,0.05,626,5,2,-1,1
43,2,0.05,658,5,2,-1,1
44,2,0.05,648,5,2,-1,1
45,1,0.05,686,5,2,-1,1
46,1,0.05,691,5,2,-1,1
47,0,0.05,720,5,2,-1,1
48,1,0.05,674,5,2,-1,1
49,1,0.05,693,5,2,-1,1
50,6,0.05,531,5,2,-1,1
51,3,0.05,617,5,2,-1,1
52,1,0.05,687,5,2,-1,1
53,3,0.05,617,5,2,-1,1
54,1,0.05,690,5,2,-1,1
55,1,0.05,686,5,2,-1,1
56,2,0.05,649,5,2,-1,1
57,1,0.05,682,5,2,-1,1
58,2,0.05,646,5,2,-1,1
59,2,0.05,645,5,2,-1,1
60,2,0.05,656,5,2,-1,1
61,2,0.05,636,5,2,-1,1
62,4,0.05,584,5,2,-1,1
63,2,0.05,649,5,2,-1,1
64,2,0.05,653,5,2,-1,1
65,3,0.05,609,5,2,-1,1
66,1,0.05,684,5,2,-1,1
67,1,0.05,675,5,2,-1,1
68,1,0.05,689,5,2,-1,1
69,3,0.05,630,5,2,-1,1
70,1,0.05,686,5,2,-1,1
71,1,0.05,688,5,2,-1,1
72,2,0.05,655,5,2,-1,1
73,2,0.05,662,5,2,-1,1
74,1,0.05,688,5,2,-1,1
75,1,0.05,685,5,2,-1,1
76,0,0.05,720,5,2,-1,1
77,2,0.05,658,5,2,-1,1
78,3,0.05,620,5,2,-1,1
79,0,0.05,720,5,2,-1,1
80,1,0.05,686,5,2,-1,1
81,0,0.05,720,5,2,-1,1
82,1,0.05,681,5,2,-1,1
83,1,0.05,679,5,2,-1,1
84,1,0.05,693,5,2,-1,1
85,0,0.05,720,5,2,-1,1
86,2,0.05,652,5,2,-1,1
87,0,0.05,720,5,2,-1,1
88,3,0.05,603,5,2,-1,1
89,2,0.05,647,5,2,-1,1
90,2,0.05,645,5,2,-1,1
91,2,0.05,655,5,2,-1,1
92,1,0.05,681,5,2,-1,1
93,3,0.05,636,5,2,-1,1
94,0,0.05,720,5,2,-1,1
95,4,0.05,584,5,2,-1,1
96,0,0.05,720,5,2,-1,1
97,2,0.05,648,5,2,-1,1
98,0,0.05,720,5,2,-1,1
99,1,0.05,686,5,2,-1,1
