,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,1,0.05,675,5,2,-1,1
1,2,0.05,656,5,2,-1,1
2,0,0.05,720,5,2,-1,1
3,3,0.05,596,5,2,-1,1
4,0,0.05,720,5,2,-1,1
5,1,0.05,687,5,2,-1,1
6,0,0.05,720,5,2,-1,1
7,1,0.05,688,5,2,-1,1
8,0,0.05,720,5,2,-1,1
9,0,0.05,720,5,2,-1,1
10,0,0.05,720,5,2,-1,1
11,0,0.05,720,5,2,-1,1
12,0,0.05,720,5,2,-1,1
13,0,0.05,720,5,2,-1,1
14,0,0.05,720,5,2,-1,1
15,1,0.05,690,5,2,-1,1
16,1,0.05,679,5,2,-1,1
17,1,0.05,686,5,2,-1,1
18,2,0.05,643,5,2,-1,1
19,1,0.05,680,5,2,-1,1
20,1,0.05,687,5,2,-1,1
21,0,0.05,720,5,2,-1,1
22,3,0.05,604,5,2,-1,1
23,1,0.05,687,5,2,-1,1
24,0,0.05,720,5,2,-1,1
25,0,0.05,720,5,2,-1,1
26,1,0.05,685,5,2,-1,1
27,0,0.05,720,5,2,-1,1
28,1,0.05,678,5,2,-1,1
29,0,0.05,720,5,2,-1,1
30,2,0.05,659,5,2,-1,1
31,0,0.05,720,5,2,-1,1
32,0,0.05,720,5,2,-1,1
33,2,0.05,651,5,2,-1,1
34,0,0.05,720,5,2,-1,1
35,0,0.05,720,5,2,-1,1
36,1,0.05,677,5,2,-1,1
37,0,0.05,720,5,2,-1,1
38,0,0.05,720,5,2,-1,1
39,0,0.05,720,5,2,-1,1
40,0,0.05,720,5,2,-1,1
41,0,0.05,720,5,2,-1,1
42,0,0.05,720,5,2,-1,1
43,0,0.05,720,5,2,-1,1
44,0,0.05,720,5,2,-1,1
45,0,0.05,720,5,2,-1,1
46,0,0.05,720,5,2,-1,1
47,0,0.05,720,5,2,-1,1
48,0,0.05,720,5,2,-1,1
49,0,0.05,720,5,2,-1,1
50,0,0.05,720,5,2,-1,1
51,0,0.05,720,5,2,-1,1
52,0,0.05,720,5,2,-1,1
53,0,0.05,720,5,2,-1,1
54,2,0.05,648,5,2,-1,1
55,1,0.05,689,5,2,-1,1
56,1,0.05,679,5,2,-1,1
57,1,0.05,684,5,2,-1,1
58,1,0.05,682,5,2,-1,1
59,0,0.05,720,5,2,-1,1
60,1,0.05,679,5,2,-1,1
61,1,0.05,681,5,2,-1,1
62,0,0.05,720,5,2,-1,1
63,0,0.05,720,5,2,-1,1
64,0,0.05,720,5,2,-1,1
65,0,0.05,720,5,2,-1,1
66,0,0.05,720,5,2,-1,1
67,0,0.05,720,5,2,-1,1
68,1,0.05,680,5,2,-1,1
69,0,0.05,720,5,2,-1,1
70,0,0.05,720,5,2,-1,1
71,1,0.05,689,5,2,-1,1
72,0,0.05,720,5,2,-1,1
73,0,0.05,720,5,2,-1,1
74,0,0.05,720,5,2,-1,1
75,2,0.05,638,5,2,-1,1
76,0,0.05,720,5,2,-1,1
77,0,0.05,720,5,2,-1,1
78,0,0.05,720,5,2,-1,1
79,0,0.05,720,5,2,-1,1
80,0,0.05,720,5,2,-1,1
81,1,0.05,683,5,2,-1,1
82,0,0.05,720,5,2,-1,1
83,0,0.05,720,5,2,-1,1
84,1,0.05,683,5,2,-1,1
85,0,0.05,720,5,2,-1,1
86,0,0.05,720,5,2,-1,1
87,0,0.05,720,5,2,-1,1
88,2,0.05,650,5,2,-1,1
89,0,0.05,720,5,2,-1,1
90,0,0.05,720,5,2,-1,1
91,0,0.05,720,5,2,-1,1
92,2,0.05,641,5,2,-1,1
93,1,0.05,669,5,2,-1,1
94,0,0.05,720,5,2,-1,1
95,0,0.05,720,5,2,-1,1
96,0,0.05,720,5,2,-1,1
97,0,0.05,720,5,2,-1,1
98,0,0.05,720,5,2,-1,1
99,1,0.05,687,5,2,-1,1
