,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,6,0.3,80,5,2,-1,1
1,3,0.3,256,5,2,-1,1
2,1,0.3,509,5,2,-1,1
3,3,0.3,239,5,2,-1,1
4,2,0.3,343,5,2,-1,1
5,2,0.3,359,5,2,-1,1
6,3,0.3,253,5,2,-1,1
7,0,0.3,720,5,2,-1,1
8,4,0.3,176,5,2,-1,1
9,2,0.3,369,5,2,-1,1
10,5,0.3,123,5,2,-1,1
11,3,0.3,252,5,2,-1,1
12,6,0.3,94,5,2,-1,1
13,1,0.3,510,5,2,-1,1
14,2,0.3,347,5,2,-1,1
15,3,0.3,246,5,2,-1,1
16,0,0.3,720,5,2,-1,1
17,1,0.3,506,5,2,-1,1
18,4,0.3,154,5,2,-1,1
19,5,0.3,125,5,2,-1,1
20,1,0.3,488,5,2,-1,1
21,0,0.3,720,5,2,-1,1
22,0,0.3,720,5,2,-1,1
23,2,0.3,370,5,2,-1,1
24,2,0.3,333,5,2,-1,1
25,1,0.3,505,5,2,-1,1
26,1,0.3,499,5,2,-1,1
27,3,0.3,252,5,2,-1,1
28,1,0.3,515,5,2,-1,1
29,2,0.3,344,5,2,-1,1
30,2,0.3,366,5,2,-1,1
31,1,0.3,506,5,2,-1,1
32,3,0.3,239,5,2,-1,1
33,1,0.3,483,5,2,-1,1
34,2,0.3,329,5,2,-1,1
35,1,0.3,495,5,2,-1,1
36,3,0.3,272,5,2,-1,1
37,3,0.3,266,5,2,-1,1
38,2,0.3,359,5,2,-1,1
39,2,0.3,377,5,2,-1,1
40,3,0.3,231,5,2,-1,1
41,0,0.3,720,5,2,-1,1
42,2,0.3,362,5,2,-1,1
43,2,0.3,368,5,2,-1,1
44,3,0.3,236,5,2,-1,1
45,6,0.3,78,5,2,-1,1
46,3,0.3,224,5,2,-1,1
47,1,0.3,497,5,2,-1,1
48,2,0.3,339,5,2,-1,1
49,6,0.3,84,5,2,-1,1
50,1,0.3,508,5,2,-1,1
51,7,0.3,54,5,2,-1,1
52,1,0.3,523,5,2,-1,1
53,2,0.3,353,5,2,-1,1
54,1,0.3,494,5,2,-1,1
55,0,0.3,720,5,2,-1,1
56,3,0.3,264,5,2,-1,1
57,2,0.3,353,5,2,-1,1
58,3,0.3,220,5,2,-1,1
59,1,0.3,501,5,2,-1,1
60,4,0.3,163,5,2,-1,1
61,1,0.3,497,5,2,-1,1
62,2,0.3,353,5,2,-1,1
63,4,0.3,163,5,2,-1,1
64,5,0.3,96,5,2,-1,1
65,2,0.3,357,5,2,-1,1
66,5,0.3,122,5,2,-1,1
67,2,0.3,353,5,2,-1,1
68,3,0.3,250,5,2,-1,1
69,3,0.3,264,5,2,-1,1
70,4,0.3,163,5,2,-1,1
71,1,0.3,496,5,2,-1,1
72,3,0.3,247,5,2,-1,1
73,4,0.3,171,5,2,-1,1
74,3,0.3,261,5,2,-1,1
75,1,0.3,501,5,2,-1,1
76,3,0.3,262,5,2,-1,1
77,5,0.3,137,5,2,-1,1
78,0,0.3,720,5,2,-1,1
79,2,0.3,340,5,2,-1,1
80,1,0.3,525,5,2,-1,1
81,2,0.3,358,5,2,-1,1
82,3,0.3,246,5,2,-1,1
83,2,0.3,347,5,2,-1,1
84,3,0.3,242,5,2,-1,1
85,0,0.3,720,5,2,-1,1
86,3,0.3,229,5,2,-1,1
87,3,0.3,238,5,2,-1,1
88,0,0.3,720,5,2,-1,1
89,0,0.3,720,5,2,-1,1
90,0,0.3,720,5,2,-1,1
91,2,0.3,358,5,2,-1,1
92,3,0.3,240,5,2,-1,1
93,1,0.3,488,5,2,-1,1
94,4,0.3,179,5,2,-1,1
95,2,0.3,348,5,2,-1,1
96,3,0.3,230,5,2,-1,1
97,4,0.3,167,5,2,-1,1
98,3,0.3,238,5,2,-1,1
99,1,0.3,518,5,2,-1,1
