,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,2,0.45,223,5,2,-1,1
1,0,0.45,720,5,2,-1,1
2,4,0.45,85,5,2,-1,1
3,5,0.45,33,5,2,-1,1
4,1,0.45,394,5,2,-1,1
5,3,0.45,133,5,2,-1,1
6,1,0.45,405,5,2,-1,1
7,1,0.45,383,5,2,-1,1
8,4,0.45,54,5,2,-1,1
9,2,0.45,212,5,2,-1,1
10,3,0.45,116,5,2,-1,1
11,1,0.45,398,5,2,-1,1
12,4,0.45,68,5,2,-1,1
13,3,0.45,121,5,2,-1,1
14,1,0.45,382,5,2,-1,1
15,0,0.45,720,5,2,-1,1
16,3,0.45,138,5,2,-1,1
17,2,0.45,224,5,2,-1,1
18,1,0.45,409,5,2,-1,1
19,3,0.45,122,5,2,-1,1
20,2,0.45,207,5,2,-1,1
21,3,0.45,119,5,2,-1,1
22,2,0.45,231,5,2,-1,1
23,0,0.45,720,5,2,-1,1
24,2,0.45,223,5,2,-1,1
25,2,0.45,227,5,2,-1,1
26,2,0.45,205,5,2,-1,1
27,2,0.45,211,5,2,-1,1
28,3,0.45,117,5,2,-1,1
29,6,0.45,27,5,2,-1,1
30,3,0.45,122,5,2,-1,1
31,6,0.45,21,5,2,-1,1
32,3,0.45,117,5,2,-1,1
33,5,0.45,38,5,2,-1,1
34,1,0.45,409,5,2,-1,1
35,1,0.45,389,5,2,-1,1
36,0,0.45,720,5,2,-1,1
37,5,0.45,34,5,2,-1,1
38,0,0.45,720,5,2,-1,1
39,2,0.45,205,5,2,-1,1
40,1,0.45,396,5,2,-1,1
41,3,0.45,130,5,2,-1,1
42,1,0.45,384,5,2,-1,1
43,1,0.45,405,5,2,-1,1
44,4,0.45,60,5,2,-1,1
45,4,0.45,67,5,2,-1,1
46,3,0.45,108,5,2,-1,1
47,0,0.45,720,5,2,-1,1
48,3,0.45,115,5,2,-1,1
49,2,0.45,228,5,2,-1,1
50,2,0.45,240,5,2,-1,1
51,2,0.45,210,5,2,-1,1
52,2,0.45,206,5,2,-1,1
53,2,0.45,209,5,2,-1,1
54,2,0.45,225,5,2,-1,1
55,1,0.45,412,5,2,-1,1
56,1,0.45,381,5,2,-1,1
57,2,0.45,219,5,2,-1,1
58,2,0.45,234,5,2,-1,1
59,5,0.45,32,5,2,-1,1
60,3,0.45,134,5,2,-1,1
61,1,0.45,402,5,2,-1,1
62,1,0.45,395,5,2,-1,1
63,1,0.45,384,5,2,-1,1
64,4,0.45,64,5,2,-1,1
65,2,0.45,224,5,2,-1,1
66,3,0.45,127,5,2,-1,1
67,0,0.45,720,5,2,-1,1
68,1,0.45,382,5,2,-1,1
69,6,0.45,15,5,2,-1,1
70,1,0.45,387,5,2,-1,1
71,1,0.45,417,5,2,-1,1
72,3,0.45,112,5,2,-1,1
73,1,0.45,380,5,2,-1,1
74,3,0.45,132,5,2,-1,1
75,3,0.45,109,5,2,-1,1
76,4,0.45,58,5,2,-1,1
77,2,0.45,213,5,2,-1,1
78,2,0.45,220,5,2,-1,1
79,0,0.45,720,5,2,-1,1
80,3,0.45,122,5,2,-1,1
81,1,0.45,380,5,2,-1,1
82,1,0.45,394,5,2,-1,1
83,3,0.45,100,5,2,-1,1
84,1,0.45,411,5,2,-1,1
85,3,0.45,126,5,2,-1,1
86,3,0.45,117,5,2,-1,1
87,2,0.45,226,5,2,-1,1
88,3,0.45,126,5,2,-1,1
89,3,0.45,107,5,2,-1,1
90,1,0.45,414,5,2,-1,1
91,1,0.45,390,5,2,-1,1
92,2,0.45,205,5,2,-1,1
93,4,0.45,67,5,2,-1,1
94,2,0.45,228,5,2,-1,1
95,0,0.45,720,5,2,-1,1
96,7,0.45,9,5,2,-1,1
97,1,0.45,409,5,2,-1,1
98,0,0.45,720,5,2,-1,1
99,3,0.45,122,5,2,-1,1
