,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,4,0.15000000000000002,359,5,2,-1,1
1,1,0.15000000000000002,610,5,2,-1,1
2,1,0.15000000000000002,607,5,2,-1,1
3,3,0.15000000000000002,441,5,2,-1,1
4,3,0.15000000000000002,431,5,2,-1,1
5,3,0.15000000000000002,416,5,2,-1,1
6,5,0.15000000000000002,341,5,2,-1,1
7,2,0.15000000000000002,522,5,2,-1,1
8,1,0.15000000000000002,621,5,2,-1,1
9,2,0.15000000000000002,540,5,2,-1,1
10,3,0.15000000000000002,442,5,2,-1,1
11,4,0.15000000000000002,377,5,2,-1,1
12,2,0.15000000000000002,525,5,2,-1,1
13,4,0.15000000000000002,378,5,2,-1,1
14,0,0.15000000000000002,720,5,2,-1,1
15,4,0.15000000000000002,377,5,2,-1,1
16,1,0.15000000000000002,603,5,2,-1,1
17,2,0.15000000000000002,511,5,2,-1,1
18,7,0.15000000000000002,245,5,2,-1,1
19,6,0.15000000000000002,258,5,2,-1,1
20,7,0.15000000000000002,206,5,2,-1,1
21,2,0.15000000000000002,510,5,2,-1,1
22,2,0.15000000000000002,527,5,2,-1,1
23,2,0.15000000000000002,508,5,2,-1,1
24,2,0.15000000000000002,520,5,2,-1,1
25,6,0.15000000000000002,266,5,2,-1,1
26,1,0.15000000000000002,620,5,2,-1,1
27,4,0.15000000000000002,373,5,2,-1,1
28,1,0.15000000000000002,607,5,2,-1,1
29,3,0.15000000000000002,420,5,2,-1,1
30,3,0.15000000000000002,448,5,2,-1,1
31,1,0.15000000000000002,609,5,2,-1,1
32,1,0.15000000000000002,621,5,2,-1,1
33,0,0.15000000000000002,720,5,2,-1,1
34,0,0.15000000000000002,720,5,2,-1,1
35,1,0.15000000000000002,623,5,2,-1,1
36,8,0.15000000000000002,218,5,2,-1,1
37,5,0.15000000000000002,304,5,2,-1,1
38,4,0.15000000000000002,386,5,2,-1,1
39,4,0.15000000000000002,381,5,2,-1,1
40,1,0.15000000000000002,605,5,2,-1,1
41,5,0.15000000000000002,338,5,2,-1,1
42,1,0.15000000000000002,611,5,2,-1,1
43,3,0.15000000000000002,427,5,2,-1,1
44,7,0.15000000000000002,248,5,2,-1,1
45,2,0.15000000000000002,516,5,2,-1,1
46,1,0.15000000000000002,597,5,2,-1,1
47,7,0.15000000000000002,225,5,2,-1,1
48,4,0.15000000000000002,372,5,2,-1,1
49,1,0.15000000000000002,600,5,2,-1,1
50,3,0.15000000000000002,449,5,2,-1,1
51,2,0.15000000000000002,506,5,2,-1,1
52,2,0.15000000000000002,531,5,2,-1,1
53,1,0.15000000000000002,619,5,2,-1,1
54,4,0.15000000000000002,394,5,2,-1,1
55,5,0.15000000000000002,313,5,2,-1,1
56,3,0.15000000000000002,462,5,2,-1,1
57,3,0.15000000000000002,464,5,2,-1,1
58,5,0.15000000000000002,328,5,2,-1,1
59,2,0.15000000000000002,508,5,2,-1,1
60,3,0.15000000000000002,416,5,2,-1,1
61,1,0.15000000000000002,589,5,2,-1,1
62,1,0.15000000000000002,607,5,2,-1,1
63,3,0.15000000000000002,415,5,2,-1,1
64,2,0.15000000000000002,502,5,2,-1,1
65,2,0.15000000000000002,498,5,2,-1,1
66,3,0.15000000000000002,452,5,2,-1,1
67,2,0.15000000000000002,520,5,2,-1,1
68,5,0.15000000000000002,304,5,2,-1,1
69,2,0.15000000000000002,505,5,2,-1,1
70,2,0.15000000000000002,512,5,2,-1,1
71,2,0.15000000000000002,527,5,2,-1,1
72,5,0.15000000000000002,299,5,2,-1,1
73,5,0.15000000000000002,308,5,2,-1,1
74,3,0.15000000000000002,447,5,2,-1,1
75,5,0.15000000000000002,333,5,2,-1,1
76,4,0.15000000000000002,390,5,2,-1,1
77,2,0.15000000000000002,529,5,2,-1,1
78,3,0.15000000000000002,450,5,2,-1,1
79,2,0.15000000000000002,525,5,2,-1,1
80,5,0.15000000000000002,322,5,2,-1,1
81,1,0.15000000000000002,606,5,2,-1,1
82,1,0.15000000000000002,609,5,2,-1,1
83,2,0.15000000000000002,516,5,2,-1,1
84,5,0.15000000000000002,298,5,2,-1,1
85,3,0.15000000000000002,434,5,2,-1,1
86,4,0.15000000000000002,366,5,2,-1,1
87,2,0.15000000000000002,525,5,2,-1,1
88,4,0.15000000000000002,362,5,2,-1,1
89,2,0.15000000000000002,518,5,2,-1,1
90,6,0.15000000000000002,283,5,2,-1,1
91,7,0.15000000000000002,245,5,2,-1,1
92,4,0.15000000000000002,357,5,2,-1,1
93,1,0.15000000000000002,613,5,2,-1,1
94,3,0.15000000000000002,438,5,2,-1,1
95,4,0.15000000000000002,383,5,2,-1,1
96,2,0.15000000000000002,551,5,2,-1,1
97,1,0.15000000000000002,616,5,2,-1,1
98,3,0.15000000000000002,425,5,2,-1,1
99,2,0.15000000000000002,524,5,2,-1,1
