,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,3,0.3,238,5,2,-1,1
1,4,0.3,162,5,2,-1,1
2,2,0.3,345,5,2,-1,1
3,1,0.3,487,5,2,-1,1
4,4,0.3,169,5,2,-1,1
5,1,0.3,490,5,2,-1,1
6,0,0.3,720,5,2,-1,1
7,3,0.3,257,5,2,-1,1
8,2,0.3,329,5,2,-1,1
9,1,0.3,493,5,2,-1,1
10,3,0.3,245,5,2,-1,1
11,2,0.3,324,5,2,-1,1
12,2,0.3,350,5,2,-1,1
13,2,0.3,346,5,2,-1,1
14,0,0.3,720,5,2,-1,1
15,0,0.3,720,5,2,-1,1
16,1,0.3,494,5,2,-1,1
17,6,0.3,82,5,2,-1,1
18,5,0.3,124,5,2,-1,1
19,3,0.3,243,5,2,-1,1
20,1,0.3,486,5,2,-1,1
21,2,0.3,341,5,2,-1,1
22,1,0.3,518,5,2,-1,1
23,0,0.3,720,5,2,-1,1
24,2,0.3,358,5,2,-1,1
25,2,0.3,367,5,2,-1,1
26,3,0.3,261,5,2,-1,1
27,2,0.3,347,5,2,-1,1
28,4,0.3,199,5,2,-1,1
29,2,0.3,340,5,2,-1,1
30,0,0.3,720,5,2,-1,1
31,1,0.3,521,5,2,-1,1
32,3,0.3,249,5,2,-1,1
33,2,0.3,370,5,2,-1,1
34,4,0.3,169,5,2,-1,1
35,1,0.3,501,5,2,-1,1
36,3,0.3,252,5,2,-1,1
37,2,0.3,355,5,2,-1,1
38,3,0.3,226,5,2,-1,1
39,1,0.3,516,5,2,-1,1
40,1,0.3,511,5,2,-1,1
41,2,0.3,356,5,2,-1,1
42,3,0.3,253,5,2,-1,1
43,0,0.3,720,5,2,-1,1
44,4,0.3,195,5,2,-1,1
45,2,0.3,358,5,2,-1,1
46,0,0.3,720,5,2,-1,1
47,3,0.3,247,5,2,-1,1
48,2,0.3,336,5,2,-1,1
49,1,0.3,487,5,2,-1,1
50,4,0.3,172,5,2,-1,1
51,7,0.3,54,5,2,-1,1
52,1,0.3,481,5,2,-1,1
53,0,0.3,720,5,2,-1,1
54,3,0.3,265,5,2,-1,1
55,1,0.3,499,5,2,-1,1
56,3,0.3,252,5,2,-1,1
57,4,0.3,167,5,2,-1,1
58,3,0.3,265,5,2,-1,1
59,1,0.3,514,5,2,-1,1
60,1,0.3,509,5,2,-1,1
61,2,0.3,368,5,2,-1,1
62,0,0.3,720,5,2,-1,1
63,2,0.3,343,5,2,-1,1
64,1,0.3,504,5,2,-1,1
65,3,0.3,239,5,2,-1,1
66,3,0.3,233,5,2,-1,1
67,5,0.3,133,5,2,-1,1
68,2,0.3,360,5,2,-1,1
69,4,0.3,184,5,2,-1,1
70,1,0.3,511,5,2,-1,1
71,1,0.3,510,5,2,-1,1
72,1,0.3,522,5,2,-1,1
73,3,0.3,243,5,2,-1,1
74,4,0.3,189,5,2,-1,1
75,3,0.3,263,5,2,-1,1
76,0,0.3,720,5,2,-1,1
77,2,0.3,365,5,2,-1,1
78,2,0.3,380,5,2,-1,1
79,2,0.3,347,5,2,-1,1
80,2,0.3,370,5,2,-1,1
81,4,0.3,188,5,2,-1,1
82,0,0.3,720,5,2,-1,1
83,2,0.3,348,5,2,-1,1
84,2,0.3,365,5,2,-1,1
85,3,0.3,256,5,2,-1,1
86,3,0.3,247,5,2,-1,1
87,2,0.3,369,5,2,-1,1
88,3,0.3,261,5,2,-1,1
89,5,0.3,132,5,2,-1,1
90,4,0.3,171,5,2,-1,1
91,0,0.3,720,5,2,-1,1
92,1,0.3,492,5,2,-1,1
93,4,0.3,179,5,2,-1,1
94,0,0.3,720,5,2,-1,1
95,1,0.3,512,5,2,-1,1
96,2,0.3,357,5,2,-1,1
97,1,0.3,490,5,2,-1,1
98,0,0.3,720,5,2,-1,1
99,1,0.3,520,5,2,-1,1
