,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,2,0.35000000000000003,295,5,2,-1,1
1,1,0.35000000000000003,465,5,2,-1,1
2,1,0.35000000000000003,479,5,2,-1,1
3,0,0.35000000000000003,720,5,2,-1,1
4,0,0.35000000000000003,720,5,2,-1,1
5,1,0.35000000000000003,475,5,2,-1,1
6,3,0.35000000000000003,180,5,2,-1,1
7,1,0.35000000000000003,465,5,2,-1,1
8,2,0.35000000000000003,290,5,2,-1,1
9,2,0.35000000000000003,323,5,2,-1,1
10,1,0.35000000000000003,478,5,2,-1,1
11,0,0.35000000000000003,720,5,2,-1,1
12,1,0.35000000000000003,455,5,2,-1,1
13,5,0.35000000000000003,66,5,2,-1,1
14,0,0.35000000000000003,720,5,2,-1,1
15,3,0.35000000000000003,182,5,2,-1,1
16,2,0.35000000000000003,301,5,2,-1,1
17,0,0.35000000000000003,720,5,2,-1,1
18,1,0.35000000000000003,468,5,2,-1,1
19,4,0.35000000000000003,152,5,2,-1,1
20,2,0.35000000000000003,315,5,2,-1,1
21,0,0.35000000000000003,720,5,2,-1,1
22,1,0.35000000000000003,459,5,2,-1,1
23,2,0.35000000000000003,315,5,2,-1,1
24,3,0.35000000000000003,186,5,2,-1,1
25,4,0.35000000000000003,142,5,2,-1,1
26,2,0.35000000000000003,276,5,2,-1,1
27,3,0.35000000000000003,173,5,2,-1,1
28,1,0.35000000000000003,478,5,2,-1,1
29,2,0.35000000000000003,312,5,2,-1,1
30,1,0.35000000000000003,476,5,2,-1,1
31,0,0.35000000000000003,720,5,2,-1,1
32,1,0.35000000000000003,459,5,2,-1,1
33,0,0.35000000000000003,720,5,2,-1,1
34,3,0.35000000000000003,204,5,2,-1,1
35,1,0.35000000000000003,449,5,2,-1,1
36,1,0.35000000000000003,483,5,2,-1,1
37,0,0.35000000000000003,720,5,2,-1,1
38,1,0.35000000000000003,458,5,2,-1,1
39,2,0.35000000000000003,310,5,2,-1,1
40,0,0.35000000000000003,720,5,2,-1,1
41,2,0.35000000000000003,315,5,2,-1,1
42,1,0.35000000000000003,456,5,2,-1,1
43,0,0.35000000000000003,720,5,2,-1,1
44,2,0.35000000000000003,310,5,2,-1,1
45,1,0.35000000000000003,443,5,2,-1,1
46,0,0.35000000000000003,720,5,2,-1,1
47,1,0.35000000000000003,449,5,2,-1,1
48,0,0.35000000000000003,720,5,2,-1,1
49,4,0.35000000000000003,137,5,2,-1,1
50,1,0.35000000000000003,481,5,2,-1,1
51,2,0.35000000000000003,305,5,2,-1,1
52,2,0.35000000000000003,300,5,2,-1,1
53,0,0.35000000000000003,720,5,2,-1,1
54,2,0.35000000000000003,307,5,2,-1,1
55,1,0.35000000000000003,475,5,2,-1,1
56,0,0.35000000000000003,720,5,2,-1,1
57,0,0.35000000000000003,720,5,2,-1,1
58,0,0.35000000000000003,720,5,2,-1,1
59,2,0.35000000000000003,298,5,2,-1,1
60,1,0.35000000000000003,451,5,2,-1,1
61,1,0.35000000000000003,454,5,2,-1,1
62,2,0.35000000000000003,309,5,2,-1,1
63,1,0.35000000000000003,466,5,2,-1,1
64,1,0.35000000000000003,474,5,2,-1,1
65,1,0.35000000000000003,446,5,2,-1,1
66,1,0.35000000000000003,461,5,2,-1,1
67,0,0.35000000000000003,720,5,2,-1,1
68,1,0.35000000000000003,479,5,2,-1,1
69,1,0.35000000000000003,476,5,2,-1,1
70,0,0.35000000000000003,720,5,2,-1,1
71,0,0.35000000000000003,720,5,2,-1,1
72,1,0.35000000000000003,501,5,2,-1,1
73,0,0.35000000000000003,720,5,2,-1,1
74,2,0.35000000000000003,294,5,2,-1,1
75,0,0.35000000000000003,720,5,2,-1,1
76,2,0.35000000000000003,304,5,2,-1,1
77,2,0.35000000000000003,303,5,2,-1,1
78,1,0.35000000000000003,456,5,2,-1,1
79,1,0.35000000000000003,478,5,2,-1,1
80,1,0.35000000000000003,464,5,2,-1,1
81,0,0.35000000000000003,720,5,2,-1,1
82,2,0.35000000000000003,309,5,2,-1,1
83,2,0.35000000000000003,298,5,2,-1,1
84,1,0.35000000000000003,467,5,2,-1,1
85,0,0.35000000000000003,720,5,2,-1,1
86,0,0.35000000000000003,720,5,2,-1,1
87,2,0.35000000000000003,301,5,2,-1,1
88,0,0.35000000000000003,720,5,2,-1,1
89,0,0.35000000000000003,720,5,2,-1,1
90,0,0.35000000000000003,720,5,2,-1,1
91,1,0.35000000000000003,460,5,2,-1,1
92,1,0.35000000000000003,457,5,2,-1,1
93,2,0.35000000000000003,304,5,2,-1,1
94,1,0.35000000000000003,475,5,2,-1,1
95,1,0.35000000000000003,469,5,2,-1,1
96,1,0.35000000000000003,463,5,2,-1,1
97,0,0.35000000000000003,720,5,2,-1,1
98,3,0.35000000000000003,205,5,2,-1,1
99,5,0.35000000000000003,76,5,2,-1,1
