,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,8,0.4,10,5,2,-1,1
1,5,0.4,57,5,2,-1,1
2,3,0.4,155,5,2,-1,1
3,8,0.4,14,5,2,-1,1
4,4,0.4,90,5,2,-1,1
5,2,0.4,272,5,2,-1,1
6,6,0.4,36,5,2,-1,1
7,4,0.4,81,5,2,-1,1
8,4,0.4,90,5,2,-1,1
9,3,0.4,170,5,2,-1,1
10,4,0.4,90,5,2,-1,1
11,7,0.4,17,5,2,-1,1
12,4,0.4,92,5,2,-1,1
13,4,0.4,84,5,2,-1,1
14,1,0.4,426,5,2,-1,1
15,3,0.4,167,5,2,-1,1
16,4,0.4,96,5,2,-1,1
17,3,0.4,157,5,2,-1,1
18,9,0.4,3,5,2,-1,1
19,5,0.4,45,5,2,-1,1
20,5,0.4,55,5,2,-1,1
21,4,0.4,86,5,2,-1,1
22,3,0.4,159,5,2,-1,1
23,3,0.4,143,5,2,-1,1
24,4,0.4,88,5,2,-1,1
25,4,0.4,96,5,2,-1,1
26,5,0.4,60,5,2,-1,1
27,2,0.4,272,5,2,-1,1
28,2,0.4,266,5,2,-1,1
29,4,0.4,82,5,2,-1,1
30,3,0.4,156,5,2,-1,1
31,3,0.4,163,5,2,-1,1
32,3,0.4,161,5,2,-1,1
33,4,0.4,96,5,2,-1,1
34,2,0.4,259,5,2,-1,1
35,1,0.4,434,5,2,-1,1
36,5,0.4,52,5,2,-1,1
37,3,0.4,156,5,2,-1,1
38,5,0.4,68,5,2,-1,1
39,4,0.4,102,5,2,-1,1
40,7,0.4,28,5,2,-1,1
41,7,0.4,13,5,2,-1,1
42,5,0.4,52,5,2,-1,1
43,7,0.4,20,5,2,-1,1
44,4,0.4,84,5,2,-1,1
45,5,0.4,65,5,2,-1,1
46,2,0.4,249,5,2,-1,1
47,2,0.4,237,5,2,-1,1
48,3,0.4,160,5,2,-1,1
49,7,0.4,25,5,2,-1,1
50,4,0.4,87,5,2,-1,1
51,7,0.4,24,5,2,-1,1
52,3,0.4,150,5,2,-1,1
53,4,0.4,92,5,2,-1,1
54,4,0.4,103,5,2,-1,1
55,5,0.4,63,5,2,-1,1
56,4,0.4,75,5,2,-1,1
57,3,0.4,146,5,2,-1,1
58,4,0.4,88,5,2,-1,1
59,6,0.4,30,5,2,-1,1
60,7,0.4,20,5,2,-1,1
61,5,0.4,52,5,2,-1,1
62,8,0.4,8,5,2,-1,1
63,3,0.4,165,5,2,-1,1
64,2,0.4,262,5,2,-1,1
65,3,0.4,151,5,2,-1,1
66,7,0.4,22,5,2,-1,1
67,4,0.4,101,5,2,-1,1
68,4,0.4,97,5,2,-1,1
69,5,0.4,49,5,2,-1,1
70,4,0.4,83,5,2,-1,1
71,3,0.4,135,5,2,-1,1
72,1,0.4,449,5,2,-1,1
73,1,0.4,451,5,2,-1,1
74,8,0.4,10,5,2,-1,1
75,11,0.4,2,5,2,-1,1
76,0,0.4,720,5,2,-1,1
77,3,0.4,159,5,2,-1,1
78,3,0.4,156,5,2,-1,1
79,4,0.4,89,5,2,-1,1
80,5,0.4,56,5,2,-1,1
81,4,0.4,75,5,2,-1,1
82,7,0.4,29,5,2,-1,1
83,6,0.4,40,5,2,-1,1
84,5,0.4,48,5,2,-1,1
85,3,0.4,166,5,2,-1,1
86,2,0.4,262,5,2,-1,1
87,2,0.4,253,5,2,-1,1
88,5,0.4,62,5,2,-1,1
89,4,0.4,99,5,2,-1,1
90,2,0.4,227,5,2,-1,1
91,4,0.4,108,5,2,-1,1
92,9,0.4,8,5,2,-1,1
93,2,0.4,270,5,2,-1,1
94,3,0.4,168,5,2,-1,1
95,5,0.4,54,5,2,-1,1
96,3,0.4,142,5,2,-1,1
97,0,0.4,720,5,2,-1,1
98,4,0.4,99,5,2,-1,1
99,3,0.4,160,5,2,-1,1
