,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,1,0.4,428,5,2,-1,1
1,1,0.4,414,5,2,-1,1
2,8,0.4,10,5,2,-1,1
3,2,0.4,257,5,2,-1,1
4,2,0.4,250,5,2,-1,1
5,3,0.4,173,5,2,-1,1
6,1,0.4,440,5,2,-1,1
7,0,0.4,720,5,2,-1,1
8,0,0.4,720,5,2,-1,1
9,2,0.4,240,5,2,-1,1
10,0,0.4,720,5,2,-1,1
11,1,0.4,416,5,2,-1,1
12,2,0.4,249,5,2,-1,1
13,2,0.4,243,5,2,-1,1
14,2,0.4,267,5,2,-1,1
15,0,0.4,720,5,2,-1,1
16,1,0.4,432,5,2,-1,1
17,2,0.4,256,5,2,-1,1
18,1,0.4,420,5,2,-1,1
19,0,0.4,720,5,2,-1,1
20,1,0.4,408,5,2,-1,1
21,2,0.4,275,5,2,-1,1
22,0,0.4,720,5,2,-1,1
23,2,0.4,256,5,2,-1,1
24,0,0.4,720,5,2,-1,1
25,3,0.4,164,5,2,-1,1
26,1,0.4,431,5,2,-1,1
27,0,0.4,720,5,2,-1,1
28,0,0.4,720,5,2,-1,1
29,1,0.4,385,5,2,-1,1
30,4,0.4,80,5,2,-1,1
31,2,0.4,286,5,2,-1,1
32,1,0.4,415,5,2,-1,1
33,0,0.4,720,5,2,-1,1
34,1,0.4,430,5,2,-1,1
35,2,0.4,270,5,2,-1,1
36,0,0.4,720,5,2,-1,1
37,2,0.4,269,5,2,-1,1
38,1,0.4,413,5,2,-1,1
39,2,0.4,252,5,2,-1,1
40,4,0.4,86,5,2,-1,1
41,0,0.4,720,5,2,-1,1
42,2,0.4,256,5,2,-1,1
43,1,0.4,431,5,2,-1,1
44,3,0.4,167,5,2,-1,1
45,0,0.4,720,5,2,-1,1
46,4,0.4,92,5,2,-1,1
47,1,0.4,430,5,2,-1,1
48,2,0.4,242,5,2,-1,1
49,1,0.4,447,5,2,-1,1
50,0,0.4,720,5,2,-1,1
51,0,0.4,720,5,2,-1,1
52,2,0.4,284,5,2,-1,1
53,0,0.4,720,5,2,-1,1
54,0,0.4,720,5,2,-1,1
55,2,0.4,290,5,2,-1,1
56,0,0.4,720,5,2,-1,1
57,1,0.4,438,5,2,-1,1
58,2,0.4,258,5,2,-1,1
59,0,0.4,720,5,2,-1,1
60,2,0.4,261,5,2,-1,1
61,1,0.4,449,5,2,-1,1
62,1,0.4,441,5,2,-1,1
63,2,0.4,250,5,2,-1,1
64,2,0.4,266,5,2,-1,1
65,4,0.4,105,5,2,-1,1
66,2,0.4,283,5,2,-1,1
67,1,0.4,437,5,2,-1,1
68,0,0.4,720,5,2,-1,1
69,6,0.4,36,5,2,-1,1
70,3,0.4,164,5,2,-1,1
71,1,0.4,428,5,2,-1,1
72,0,0.4,720,5,2,-1,1
73,3,0.4,142,5,2,-1,1
74,2,0.4,261,5,2,-1,1
75,2,0.4,240,5,2,-1,1
76,1,0.4,446,5,2,-1,1
77,1,0.4,429,5,2,-1,1
78,1,0.4,428,5,2,-1,1
79,1,0.4,432,5,2,-1,1
80,4,0.4,81,5,2,-1,1
81,0,0.4,720,5,2,-1,1
82,3,0.4,147,5,2,-1,1
83,2,0.4,258,5,2,-1,1
84,1,0.4,445,5,2,-1,1
85,1,0.4,435,5,2,-1,1
86,0,0.4,720,5,2,-1,1
87,2,0.4,295,5,2,-1,1
88,2,0.4,231,5,2,-1,1
89,1,0.4,428,5,2,-1,1
90,0,0.4,720,5,2,-1,1
91,1,0.4,445,5,2,-1,1
92,0,0.4,720,5,2,-1,1
93,1,0.4,432,5,2,-1,1
94,0,0.4,720,5,2,-1,1
95,0,0.4,720,5,2,-1,1
96,1,0.4,439,5,2,-1,1
97,0,0.4,720,5,2,-1,1
98,2,0.4,253,5,2,-1,1
99,1,0.4,429,5,2,-1,1
