,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,0,0.25,720,5,2,-1,1
1,3,0.25,289,5,2,-1,1
2,4,0.25,213,5,2,-1,1
3,2,0.25,419,5,2,-1,1
4,3,0.25,291,5,2,-1,1
5,2,0.25,419,5,2,-1,1
6,4,0.25,251,5,2,-1,1
7,3,0.25,302,5,2,-1,1
8,4,0.25,237,5,2,-1,1
9,2,0.25,417,5,2,-1,1
10,1,0.25,534,5,2,-1,1
11,3,0.25,318,5,2,-1,1
12,2,0.25,420,5,2,-1,1
13,1,0.25,537,5,2,-1,1
14,3,0.25,316,5,2,-1,1
15,2,0.25,401,5,2,-1,1
16,4,0.25,232,5,2,-1,1
17,1,0.25,543,5,2,-1,1
18,3,0.25,328,5,2,-1,1
19,1,0.25,544,5,2,-1,1
20,1,0.25,539,5,2,-1,1
21,1,0.25,530,5,2,-1,1
22,0,0.25,720,5,2,-1,1
23,1,0.25,540,5,2,-1,1
24,2,0.25,411,5,2,-1,1
25,2,0.25,400,5,2,-1,1
26,0,0.25,720,5,2,-1,1
27,1,0.25,543,5,2,-1,1
28,0,0.25,720,5,2,-1,1
29,2,0.25,391,5,2,-1,1
30,3,0.25,288,5,2,-1,1
31,3,0.25,312,5,2,-1,1
32,2,0.25,422,5,2,-1,1
33,2,0.25,415,5,2,-1,1
34,1,0.25,552,5,2,-1,1
35,3,0.25,328,5,2,-1,1
36,3,0.25,319,5,2,-1,1
37,2,0.25,413,5,2,-1,1
38,3,0.25,306,5,2,-1,1
39,1,0.25,532,5,2,-1,1
40,3,0.25,306,5,2,-1,1
41,1,0.25,549,5,2,-1,1
42,3,0.25,318,5,2,-1,1
43,1,0.25,550,5,2,-1,1
44,1,0.25,530,5,2,-1,1
45,1,0.25,543,5,2,-1,1
46,1,0.25,522,5,2,-1,1
47,3,0.25,308,5,2,-1,1
48,1,0.25,549,5,2,-1,1
49,4,0.25,228,5,2,-1,1
50,2,0.25,404,5,2,-1,1
51,3,0.25,315,5,2,-1,1
52,2,0.25,386,5,2,-1,1
53,1,0.25,541,5,2,-1,1
54,0,0.25,720,5,2,-1,1
55,5,0.25,157,5,2,-1,1
56,1,0.25,534,5,2,-1,1
57,3,0.25,292,5,2,-1,1
58,1,0.25,539,5,2,-1,1
59,1,0.25,519,5,2,-1,1
60,3,0.25,307,5,2,-1,1
61,2,0.25,391,5,2,-1,1
62,4,0.25,210,5,2,-1,1
63,1,0.25,531,5,2,-1,1
64,4,0.25,222,5,2,-1,1
65,1,0.25,550,5,2,-1,1
66,3,0.25,295,5,2,-1,1
67,2,0.25,384,5,2,-1,1
68,4,0.25,227,5,2,-1,1
69,2,0.25,415,5,2,-1,1
70,0,0.25,720,5,2,-1,1
71,1,0.25,544,5,2,-1,1
72,1,0.25,565,5,2,-1,1
73,2,0.25,404,5,2,-1,1
74,0,0.25,720,5,2,-1,1
75,1,0.25,553,5,2,-1,1
76,1,0.25,552,5,2,-1,1
77,3,0.25,329,5,2,-1,1
78,2,0.25,399,5,2,-1,1
79,1,0.25,542,5,2,-1,1
80,2,0.25,410,5,2,-1,1
81,5,0.25,167,5,2,-1,1
82,2,0.25,426,5,2,-1,1
83,5,0.25,158,5,2,-1,1
84,1,0.25,529,5,2,-1,1
85,1,0.25,558,5,2,-1,1
86,3,0.25,314,5,2,-1,1
87,3,0.25,301,5,2,-1,1
88,0,0.25,720,5,2,-1,1
89,2,0.25,403,5,2,-1,1
90,2,0.25,389,5,2,-1,1
91,1,0.25,552,5,2,-1,1
92,1,0.25,524,5,2,-1,1
93,1,0.25,534,5,2,-1,1
94,3,0.25,303,5,2,-1,1
95,3,0.25,293,5,2,-1,1
96,2,0.25,401,5,2,-1,1
97,3,0.25,269,5,2,-1,1
98,1,0.25,526,5,2,-1,1
99,4,0.25,214,5,2,-1,1
