,N_birds,p_call,num_nocall_clips,pos_mu,pos_sd,neg_mu,neg_sd
0,2,0.05,645,5,2,-1,1
1,2,0.05,647,5,2,-1,1
2,1,0.05,692,5,2,-1,1
3,0,0.05,720,5,2,-1,1
4,2,0.05,657,5,2,-1,1
5,2,0.05,653,5,2,-1,1
6,1,0.05,676,5,2,-1,1
7,0,0.05,720,5,2,-1,1
8,4,0.05,597,5,2,-1,1
9,3,0.05,619,5,2,-1,1
10,1,0.05,680,5,2,-1,1
11,0,0.05,720,5,2,-1,1
12,0,0.05,720,5,2,-1,1
13,0,0.05,720,5,2,-1,1
14,2,0.05,660,5,2,-1,1
15,1,0.05,676,5,2,-1,1
16,1,0.05,689,5,2,-1,1
17,2,0.05,661,5,2,-1,1
18,0,0.05,720,5,2,-1,1
19,2,0.05,664,5,2,-1,1
20,1,0.05,688,5,2,-1,1
21,1,0.05,683,5,2,-1,1
22,0,0.05,720,5,2,-1,1
23,2,0.05,656,5,2,-1,1
24,0,0.05,720,5,2,-1,1
25,0,0.05,720,5,2,-1,1
26,0,0.05,720,5,2,-1,1
27,1,0.05,689,5,2,-1,1
28,2,0.05,647,5,2,-1,1
29,1,0.05,676,5,2,-1,1
30,1,0.05,695,5,2,-1,1
31,1,0.05,688,5,2,-1,1
32,0,0.05,720,5,2,-1,1
33,1,0.05,682,5,2,-1,1
34,2,0.05,646,5,2,-1,1
35,0,0.05,720,5,2,-1,1
36,0,0.05,720,5,2,-1,1
37,0,0.05,720,5,2,-1,1
38,3,0.05,622,5,2,-1,1
39,0,0.05,720,5,2,-1,1
40,2,0.05,648,5,2,-1,1
41,0,0.05,720,5,2,-1,1
42,0,0.05,720,5,2,-1,1
43,2,0.05,663,5,2,-1,1
44,1,0.05,681,5,2,-1,1
45,1,0.05,684,5,2,-1,1
46,1,0.05,683,5,2,-1,1
47,2,0.05,640,5,2,-1,1
48,2,0.05,651,5,2,-1,1
49,1,0.05,677,5,2,-1,1
50,2,0.05,653,5,2,-1,1
51,0,0.05,720,5,2,-1,1
52,1,0.05,686,5,2,-1,1
53,1,0.05,678,5,2,-1,1
54,2,0.05,646,5,2,-1,1
55,1,0.05,681,5,2,-1,1
56,2,0.05,637,5,2,-1,1
57,0,0.05,720,5,2,-1,1
58,0,0.05,720,5,2,-1,1
59,1,0.05,686,5,2,-1,1
60,0,0.05,720,5,2,-1,1
61,2,0.05,651,5,2,-1,1
62,1,0.05,683,5,2,-1,1
63,0,0.05,720,5,2,-1,1
64,3,0.05,631,5,2,-1,1
65,0,0.05,720,5,2,-1,1
66,0,0.05,720,5,2,-1,1
67,1,0.05,691,5,2,-1,1
68,1,0.05,685,5,2,-1,1
69,1,0.05,677,5,2,-1,1
70,0,0.05,720,5,2,-1,1
71,3,0.05,614,5,2,-1,1
72,1,0.05,677,5,2,-1,1
73,3,0.05,623,5,2,-1,1
74,1,0.05,687,5,2,-1,1
75,0,0.05,720,5,2,-1,1
76,2,0.05,646,5,2,-1,1
77,3,0.05,632,5,2,-1,1
78,0,0.05,720,5,2,-1,1
79,3,0.05,619,5,2,-1,1
80,0,0.05,720,5,2,-1,1
81,1,0.05,691,5,2,-1,1
82,0,0.05,720,5,2,-1,1
83,1,0.05,686,5,2,-1,1
84,0,0.05,720,5,2,-1,1
85,2,0.05,652,5,2,-1,1
86,3,0.05,622,5,2,-1,1
87,0,0.05,720,5,2,-1,1
88,5,0.05,567,5,2,-1,1
89,3,0.05,624,5,2,-1,1
90,4,0.05,586,5,2,-1,1
91,2,0.05,642,5,2,-1,1
92,0,0.05,720,5,2,-1,1
93,2,0.05,642,5,2,-1,1
94,0,0.05,720,5,2,-1,1
95,0,0.05,720,5,2,-1,1
96,3,0.05,626,5,2,-1,1
97,1,0.05,683,5,2,-1,1
98,2,0.05,670,5,2,-1,1
99,2,0.05,655,5,2,-1,1
